Partition EE988822-1E49-4F77-8CE0-9D6851307685
				Left 2.5
				Right -2.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(10)::RibbonPointData
				Left 2.5
				Right -2.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(11)::RibbonPointData
				Left 2.5
				Right -2.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(12)::RibbonPointData
				Left 2.5
				Right -2.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(13)::RibbonPointData
				Left 2.5
				Right -2.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(14)::RibbonPointData
				Left 2.5
				Right -2.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(15)::RibbonPointData
				Left 2.5
				Right -2.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(16)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(17)::RibbonPointData
				Left 2.5
				Right -2.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(18)::RibbonPointData
				Left 2.5
				Right -2.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(19)::RibbonPointData
				Left 2.5
				Right -2.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(20)::RibbonPointData
				Left 2.5
				Right -2.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(21)::RibbonPointData
				Left 2.5
				Right -2.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(22)::RibbonPointData
				Left 2.5
				Right -2.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(23)::RibbonPointData
				Left 2.5
				Right -2.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(24)::RibbonPointData
				Left 2.5
				Right -2.5
				UserMaskLeft::Vec4
					x 0.0
					y 0.0
					z 0.0
					w 0.0
				UserMaskRight::Vec4
					x 0.0
					y 0.0
					z 0.0
					w 0.0
	Shader2d Levels/SP_Valley/Terrain/Shaders/GravelRoad01_2D/86118A76-F2BC-4730-9511-4D84FDC9E5B4
	Shader3dZOnly *nullGuid*
	StickToTerrain True
	UvTileFactor 1.0
RoadData AB0DEB17-2CC4-4FC3-9517-5DA4390943D0
	$::RibbonData
		$::VisualVectorShapeData
			$::VectorShapeData
				$::BaseShapeData
					$::GameObjectData
						$::GameDataContainer
							$::DataContainer
						IsEventConnectionTarget 3
						IsPropertyConnectionTarget 3
						IndexInBlueprint 39
				Points::array
					member(0)::Vec3
						x 1354.1956787109375
						y 84.56326293945312
						z -1252.037353515625
					member(1)::Vec3
						x 1356.7138671875
						y 84.58497619628906
						z -1241.6866455078125
					member(2)::Vec3
						x 1356.717041015625
						y 84.59680938720703
						z -1237.2611083984375
					member(3)::Vec3
						x 1356.005126953125
						y 84.62274932861328
						z -1229.626220703125
					member(4)::Vec3
						x 1355.22998046875
						y 84.70538330078125
						z -1220.791259765625
					member(5)::Vec3
						x 1355.166259765625
						y 84.7012710571289
						z -1212.0347900390625
					member(6)::Vec3
						x 1357.79638671875
						y 84.93962097167969
						z -1200.0091552734375
					member(7)::Vec3
						x 1359.5916748046875
						y 84.96985626220703
						z -1187.174560546875
					member(8)::Vec3
						x 1360.403564453125
						y 84.80471801757812
						z -1177.9327392578125
					member(9)::Vec3
						x 1360.209228515625
						y 84.73624420166016
						z -1174.2001953125
					member(10)::Vec3
						x 1362.5040283203125
						y 83.98971557617188
						z -1146.0245361328125
					member(11)::Vec3
						x 1374.58251953125
						y 82.25091552734375
						z -1127.616943359375
					member(12)::Vec3
						x 1378.1959228515625
						y 81.87886047363281
						z -1114.7393798828125
					member(13)::Vec3
						x 1380.3203125
						y 81.57852935791016
						z -1091.6561279296875
					member(14)::Vec3
						x 1366.92333984375
						y 81.76124572753906
						z -1077.780517578125
					member(15)::Vec3
						x 1370.503173828125
						y 81.04496002197266
						z -1062.128662109375
					member(16)::Vec3
						x 1375.9949951171875
						y 81.87268829345703
						z -1039.09033203125
					member(17)::Vec3
						x 1381.7581787109375
						y 81.64403533935547
						z -1003.6473999023438
					member(18)::Vec3
						x 1396.9080810546875
						y 80.44082641601562
						z -993.8521118164062
					member(19)::Vec3
						x 1415.1048583984375
						y 79.65933990478516
						z -982.668701171875
					member(20)::Vec3
						x 1436.8037109375
						y 80.42916870117188
						z -966.3658447265625
					member(21)::Vec3
						x 1453.2899169921875
						y 80.38876342773438
						z -952.7327880859375
					member(22)::Vec3
						x 1496.977294921875
						y 77.64959716796875
						z -898.7468872070312
					member(23)::Vec3
						x 1494.95166015625
						y 62.596065521240234
						z -666.0504150390625
					member(24)::Vec3
						x 1494.2706298828125
						y 62.04682922363281
						z -626.3071899414062
					member(25)::Vec3
						x 1519.1787109375
						y 64.36891174316406
						z -595.8604125976562
					member(26)::Vec3
						x 1674.397705078125
						y 63.660789489746094
						z -600.09423828125
				Normals::array
					member(0)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(1)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(2)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(3)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(4)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(5)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(6)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(7)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(8)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(9)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(10)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(11)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(12)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(13)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(14)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(15)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(16)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(17)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(18)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(19)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(20)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(21)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(22)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(23)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(24)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(25)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(26)::Vec3
						x 0.0
						y 1.0
						z 0.0
				Tension 0.5
				IsClosed False
				AllowRoll False
			ErrorTolerance 0.10000000149011612
			Shader3d Levels/SP_Valley/Terrain/Shaders/GravelRoad_01_3D/F3B07784-8025-4058-A1AE-B946AEB7ABC3
			DrawOrderIndex 100
			TessellationTriangleSize 4.0
		RibbonPoints::array
			member(0)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(1)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(2)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(3)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(4)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(5)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(6)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(7)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(8)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(9)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(10)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(11)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(12)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(13)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(14)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(15)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(16)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(17)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(18)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(19)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(20)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(21)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(22)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(23)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(24)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(25)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(26)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
	Shader2d Levels/SP_Valley/Terrain/Shaders/GravelRoad01_2D/86118A76-F2BC-4730-9511-4D84FDC9E5B4
	Shader3dZOnly *nullGuid*
	StickToTerrain True
	UvTileFactor 1.0
RoadData 780BDD3E-0F94-44BA-A7EB-3089098E4CF4
	$::RibbonData
		$::VisualVectorShapeData
			$::VectorShapeData
				$::BaseShapeData
					$::GameObjectData
						$::GameDataContainer
							$::DataContainer
						IsEventConnectionTarget 3
						IsPropertyConnectionTarget 3
						IndexInBlueprint 40
				Points::array
					member(0)::Vec3
						x 1327.2271728515625
						y 84.07940673828125
						z -1243.26904296875
					member(1)::Vec3
						x 1327.614501953125
						y 83.97864532470703
						z -1235.495361328125
					member(2)::Vec3
						x 1326.8792724609375
						y 84.22185516357422
						z -1230.0040283203125
					member(3)::Vec3
						x 1326.9122314453125
						y 84.2410888671875
						z -1220.915771484375
					member(4)::Vec3
						x 1326.8734130859375
						y 84.4603271484375
						z -1212.2071533203125
					member(5)::Vec3
						x 1326.1258544921875
						y 84.33137512207031
						z -1206.1253662109375
					member(6)::Vec3
						x 1321.5792236328125
						y 84.43331146240234
						z -1197.93798828125
					member(7)::Vec3
						x 1313.3109130859375
						y 84.20469665527344
						z -1193.5455322265625
					member(8)::Vec3
						x 1307.5728759765625
						y 84.36125946044922
						z -1194.534912109375
					member(9)::Vec3
						x 1301.20849609375
						y 84.32949829101562
						z -1193.5921630859375
				Normals::array
					member(0)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(1)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(2)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(3)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(4)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(5)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(6)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(7)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(8)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(9)::Vec3
						x 0.0
						y 1.0
						z 0.0
				Tension 0.5
				IsClosed False
				AllowRoll False
			ErrorTolerance 0.10000000149011612
			Shader3d Levels/SP_Valley/Terrain/Shaders/TankTracks_01_3D/BE739CC0-FEE4-4ED7-A679-1754399C8BF4
			DrawOrderIndex 100
			TessellationTriangleSize 4.0
		RibbonPoints::array
			member(0)::RibbonPointData
				Left 1.5
				Right -1.5
				UserMaskLeft::Vec4
					x 0.0
					y 0.0
					z 0.0
					w 0.0
				UserMaskRight::Vec4
					x 0.0
					y 0.0
					z 0.0
					w 0.0
			member(1)::RibbonPointData
				Left 1.5
				Right -1.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(2)::RibbonPointData
				Left 1.5
				Right -1.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(3)::RibbonPointData
				Left 1.5
				Right -1.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(4)::RibbonPointData
				Left 1.5
				Right -1.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(5)::RibbonPointData
				Left 1.5
				Right -1.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(6)::RibbonPointData
				Left 1.5
				Right -1.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(7)::RibbonPointData
				Left 1.5
				Right -1.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(8)::RibbonPointData
				Left 1.5
				Right -1.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(9)::RibbonPointData
				Left 1.5
				Right -1.5
				UserMaskLeft::Vec4
					x 0.0
					y 0.0
					z 0.0
					w 0.0
				UserMaskRight::Vec4
					x 0.0
					y 0.0
					z 0.0
					w 0.0
	Shader2d Levels/SP_Valley/Terrain/Shaders/TankTracks_01_2D/828427AE-5A6A-4984-A9C1-C73944A99EF9
	Shader3dZOnly *nullGuid*
	StickToTerrain True
	UvTileFactor 1.0
RoadData 96301B41-2BE9-4BC5-954D-7AA8F6851D8B
	$::RibbonData
		$::VisualVectorShapeData
			$::VectorShapeData
				$::BaseShapeData
					$::GameObjectData
						$::GameDataContainer
							$::DataContainer
						IsEventConnectionTarget 3
						IsPropertyConnectionTarget 3
						IndexInBlueprint 41
				Points::array
					member(0)::Vec3
						x 1321.4732666015625
						y 84.04024505615234
						z -1243.458984375
					member(1)::Vec3
						x 1315.4644775390625
						y 83.98035430908203
						z -1241.6177978515625
					member(2)::Vec3
						x 1317.84912109375
						y 84.1343994140625
						z -1230.470458984375
					member(3)::Vec3
						x 1316.559326171875
						y 84.22282409667969
						z -1224.3897705078125
					member(4)::Vec3
						x 1313.1806640625
						y 84.30187225341797
						z -1220.3328857421875
					member(5)::Vec3
						x 1310.1805419921875
						y 84.32783508300781
						z -1217.02880859375
					member(6)::Vec3
						x 1308.895263671875
						y 84.33892822265625
						z -1211.126953125
					member(7)::Vec3
						x 1308.37939453125
						y 84.33332061767578
						z -1206.083984375
					member(8)::Vec3
						x 1306.1175537109375
						y 84.30791473388672
						z -1200.9283447265625
					member(9)::Vec3
						x 1301.3927001953125
						y 84.09976959228516
						z -1199.4820556640625
					member(10)::Vec3
						x 1293.906005859375
						y 83.96282958984375
						z -1204.724853515625
				Normals::array
					member(0)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(1)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(2)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(3)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(4)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(5)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(6)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(7)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(8)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(9)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(10)::Vec3
						x 0.0
						y 1.0
						z 0.0
				Tension 0.5
				IsClosed False
				AllowRoll False
			ErrorTolerance 0.10000000149011612
			Shader3d Levels/SP_Valley/Terrain/Shaders/TankTracks_01_3D/BE739CC0-FEE4-4ED7-A679-1754399C8BF4
			DrawOrderIndex 100
			TessellationTriangleSize 4.0
		RibbonPoints::array
			member(0)::RibbonPointData
				Left 1.5
				Right -1.5
				UserMaskLeft::Vec4
					x 0.0
					y 0.0
					z 0.0
					w 0.0
				UserMaskRight::Vec4
					x 0.0
					y 0.0
					z 0.0
					w 0.0
			member(1)::RibbonPointData
				Left 1.5
				Right -1.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(2)::RibbonPointData
				Left 1.5
				Right -1.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(3)::RibbonPointData
				Left 1.5
				Right -1.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(4)::RibbonPointData
				Left 1.5
				Right -1.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(5)::RibbonPointData
				Left 1.5
				Right -1.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(6)::RibbonPointData
				Left 1.5
				Right -1.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(7)::RibbonPointData
				Left 1.5
				Right -1.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(8)::RibbonPointData
				Left 1.5
				Right -1.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(9)::RibbonPointData
				Left 1.5
				Right -1.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(10)::RibbonPointData
				Left 1.5
				Right -1.5
				UserMaskLeft::Vec4
					x 0.0
					y 0.0
					z 0.0
					w 0.0
				UserMaskRight::Vec4
					x 0.0
					y 0.0
					z 0.0
					w 0.0
	Shader2d Levels/SP_Valley/Terrain/Shaders/TankTracks_01_2D/828427AE-5A6A-4984-A9C1-C73944A99EF9
	Shader3dZOnly *nullGuid*
	StickToTerrain True
	UvTileFactor 1.0
RoadData BC98AD06-B430-4811-A83C-88837DAFEC6C
	$::RibbonData
		$::VisualVectorShapeData
			$::VectorShapeData
				$::BaseShapeData
					$::GameObjectData
						$::GameDataContainer
							$::DataContainer
						IsEventConnectionTarget 3
						IsPropertyConnectionTarget 3
						IndexInBlueprint 42
				Points::array
					member(0)::Vec3
						x 1348.3841552734375
						y 84.07940673828125
						z -1238.473876953125
					member(1)::Vec3
						x 1349.109375
						y 84.11803436279297
						z -1227.52783203125
					member(2)::Vec3
						x 1343.46240234375
						y 84.21479797363281
						z -1221.3349609375
					member(3)::Vec3
						x 1335.1019287109375
						y 84.25128936767578
						z -1220.535888671875
					member(4)::Vec3
						x 1331.7498779296875
						y 84.18585968017578
						z -1219.5872802734375
					member(5)::Vec3
						x 1330.394287109375
						y 84.33932495117188
						z -1215.5257568359375
					member(6)::Vec3
						x 1327.8583984375
						y 84.31901550292969
						z -1202.61865234375
					member(7)::Vec3
						x 1321.2384033203125
						y 84.32962036132812
						z -1193.64892578125
					member(8)::Vec3
						x 1313.7044677734375
						y 84.10144805908203
						z -1187.706298828125
					member(9)::Vec3
						x 1308.250244140625
						y 84.45048522949219
						z -1188.370361328125
					member(10)::Vec3
						x 1304.399169921875
						y 84.3133316040039
						z -1190.1357421875
					member(11)::Vec3
						x 1301.04345703125
						y 84.31999206542969
						z -1192.6519775390625
				Normals::array
					member(0)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(1)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(2)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(3)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(4)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(5)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(6)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(7)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(8)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(9)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(10)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(11)::Vec3
						x 0.0
						y 1.0
						z 0.0
				Tension 0.5
				IsClosed False
				AllowRoll False
			ErrorTolerance 0.10000000149011612
			Shader3d Levels/SP_Valley/Terrain/Shaders/TankTracks_01_3D/BE739CC0-FEE4-4ED7-A679-1754399C8BF4
			DrawOrderIndex 100
			TessellationTriangleSize 4.0
		RibbonPoints::array
			member(0)::RibbonPointData
				Left 1.5
				Right -1.5
				UserMaskLeft::Vec4
					x 0.0
					y 0.0
					z 0.0
					w 0.0
				UserMaskRight::Vec4
					x 0.0
					y 0.0
					z 0.0
					w 0.0
			member(1)::RibbonPointData
				Left 1.5
				Right -1.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(2)::RibbonPointData
				Left 1.5
				Right -1.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
