Partition B72E95FF-1681-11E1-8C62-84EAE0530135
			member(2873) 21703
			member(2874) 23392
			member(2875) 24596
			member(2876) 25783
			member(2877) 27565
			member(2878) 29715
			member(2879) 32385
			member(2880) 65094
			member(2881) 60322
			member(2882) 55382
			member(2883) 51298
			member(2884) 48377
			member(2885) 45743
			member(2886) 42436
			member(2887) 38618
			member(2888) 35991
			member(2889) 33201
			member(2890) 30022
			member(2891) 26034
			member(2892) 22457
			member(2893) 20048
			member(2894) 18059
			member(2895) 15996
			member(2896) 13747
			member(2897) 11101
			member(2898) 9129
			member(2899) 7854
			member(2900) 7755
			member(2901) 7568
			member(2902) 7356
			member(2903) 7328
			member(2904) 7545
			member(2905) 7280
			member(2906) 7165
			member(2907) 7242
			member(2908) 7214
			member(2909) 5664
			member(2910) 4579
			member(2911) 2851
			member(2912) 1224
			member(2913) 786
			member(2914) 799
			member(2915) 1218
			member(2916) 2054
			member(2917) 3456
			member(2918) 5911
			member(2919) 8721
			member(2920) 10049
			member(2921) 9607
			member(2922) 8375
			member(2923) 6598
			member(2924) 5759
			member(2925) 5770
			member(2926) 6100
			member(2927) 6924
			member(2928) 8579
			member(2929) 10021
			member(2930) 11756
			member(2931) 13120
			member(2932) 14258
			member(2933) 15275
			member(2934) 16881
			member(2935) 18879
			member(2936) 20387
			member(2937) 22154
			member(2938) 23806
			member(2939) 24577
			member(2940) 25772
			member(2941) 27670
			member(2942) 29955
			member(2943) 32774
			member(2944) 65535
			member(2945) 59385
			member(2946) 53399
			member(2947) 49448
			member(2948) 47084
			member(2949) 43779
			member(2950) 41249
			member(2951) 38487
			member(2952) 35596
			member(2953) 33243
			member(2954) 29824
			member(2955) 25627
			member(2956) 21969
			member(2957) 19199
			member(2958) 16838
			member(2959) 14887
			member(2960) 12951
			member(2961) 10472
			member(2962) 8231
			member(2963) 7422
			member(2964) 7276
			member(2965) 7238
			member(2966) 7221
			member(2967) 7250
			member(2968) 7250
			member(2969) 7253
			member(2970) 7259
			member(2971) 7255
			member(2972) 7051
			member(2973) 5239
			member(2974) 4190
			member(2975) 1973
			member(2976) 660
			member(2977) 660
			member(2978) 677
			member(2979) 1222
			member(2980) 2681
			member(2981) 4302
			member(2982) 7143
			member(2983) 9676
			member(2984) 10875
			member(2985) 10178
			member(2986) 9073
			member(2987) 7583
			member(2988) 6437
			member(2989) 6250
			member(2990) 6429
			member(2991) 7175
			member(2992) 8658
			member(2993) 10766
			member(2994) 12290
			member(2995) 14035
			member(2996) 15844
			member(2997) 17329
			member(2998) 18756
			member(2999) 19842
			member(3000) 21046
			member(3001) 22585
			member(3002) 24195
			member(3003) 25146
			member(3004) 26318
			member(3005) 28674
			member(3006) 31284
			member(3007) 34299
			member(3008) 62630
			member(3009) 57781
			member(3010) 51456
			member(3011) 48057
			member(3012) 45232
			member(3013) 41910
			member(3014) 39199
			member(3015) 36469
			member(3016) 33525
			member(3017) 31443
			member(3018) 29524
			member(3019) 25944
			member(3020) 22225
			member(3021) 19233
			member(3022) 16600
			member(3023) 14739
			member(3024) 12530
			member(3025) 10856
			member(3026) 8251
			member(3027) 7851
			member(3028) 7558
			member(3029) 7489
			member(3030) 7439
			member(3031) 7324
			member(3032) 7332
			member(3033) 7354
			member(3034) 7354
			member(3035) 7358
			member(3036) 7064
			member(3037) 5229
			member(3038) 3065
			member(3039) 651
			member(3040) 456
			member(3041) 477
			member(3042) 477
			member(3043) 2488
			member(3044) 3493
			member(3045) 5179
			member(3046) 8176
			member(3047) 10204
			member(3048) 11476
			member(3049) 10845
			member(3050) 9450
			member(3051) 7877
			member(3052) 6778
			member(3053) 6722
			member(3054) 6819
			member(3055) 7502
			member(3056) 8965
			member(3057) 10875
			member(3058) 12884
			member(3059) 14908
			member(3060) 16949
			member(3061) 18965
			member(3062) 20501
			member(3063) 21783
			member(3064) 22705
			member(3065) 23774
			member(3066) 25274
			member(3067) 26730
			member(3068) 27981
			member(3069) 29442
			member(3070) 31172
			member(3071) 32958
			member(3072) 59747
			member(3073) 55186
			member(3074) 51109
			member(3075) 47572
			member(3076) 44769
			member(3077) 41476
			member(3078) 38367
			member(3079) 34905
			member(3080) 32269
			member(3081) 29728
			member(3082) 27309
			member(3083) 24315
			member(3084) 21064
			member(3085) 18211
			member(3086) 16235
			member(3087) 14451
			member(3088) 12554
			member(3089) 11045
			member(3090) 8616
			member(3091) 8292
			member(3092) 8139
			member(3093) 7723
			member(3094) 7613
			member(3095) 7860
			member(3096) 7658
			member(3097) 7740
			member(3098) 7557
			member(3099) 7470
			member(3100) 6529
			member(3101) 4873
			member(3102) 2449
			member(3103) 569
			member(3104) 453
			member(3105) 745
			member(3106) 1739
			member(3107) 3677
			member(3108) 5403
			member(3109) 7251
			member(3110) 9719
			member(3111) 11584
			member(3112) 12303
			member(3113) 10577
			member(3114) 8577
			member(3115) 7283
			member(3116) 6886
			member(3117) 6913
			member(3118) 7276
			member(3119) 7759
			member(3120) 9268
			member(3121) 10493
			member(3122) 11914
			member(3123) 13429
			member(3124) 15440
			member(3125) 17769
			member(3126) 19544
			member(3127) 21199
			member(3128) 22686
			member(3129) 24075
			member(3130) 25038
			member(3131) 26030
			member(3132) 26959
			member(3133) 27736
			member(3134) 28803
			member(3135) 30209
			member(3136) 57809
			member(3137) 54169
			member(3138) 51310
			member(3139) 47731
			member(3140) 44840
			member(3141) 41479
			member(3142) 38409
			member(3143) 34544
			member(3144) 31466
			member(3145) 28520
			member(3146) 25596
			member(3147) 22942
			member(3148) 20439
			member(3149) 18171
			member(3150) 16250
			member(3151) 14717
			member(3152) 13022
			member(3153) 11202
			member(3154) 9431
			member(3155) 9154
			member(3156) 8639
			member(3157) 8154
			member(3158) 7871
			member(3159) 7716
			member(3160) 7617
			member(3161) 7656
			member(3162) 7577
			member(3163) 7287
			member(3164) 6008
			member(3165) 3939
			member(3166) 1692
			member(3167) 672
			member(3168) 531
			member(3169) 921
			member(3170) 2078
			member(3171) 4025
			member(3172) 6347
			member(3173) 9564
			member(3174) 12459
			member(3175) 13217
			member(3176) 12601
			member(3177) 10305
			member(3178) 8111
			member(3179) 7017
			member(3180) 6879
			member(3181) 6894
			member(3182) 7266
			member(3183) 8450
			member(3184) 9519
			member(3185) 10485
			member(3186) 11736
			member(3187) 12848
			member(3188) 14035
			member(3189) 15264
			member(3190) 16688
			member(3191) 18409
			member(3192) 19975
			member(3193) 21355
			member(3194) 22746
			member(3195) 24058
			member(3196) 25641
			member(3197) 26901
			member(3198) 28037
			member(3199) 29677
			member(3200) 55410
			member(3201) 52529
			member(3202) 48969
			member(3203) 45917
			member(3204) 44627
			member(3205) 41931
			member(3206) 38851
			member(3207) 34630
			member(3208) 31353
			member(3209) 28296
			member(3210) 25234
			member(3211) 22527
			member(3212) 20433
			member(3213) 18611
			member(3214) 16928
			member(3215) 14814
			member(3216) 12887
			member(3217) 10927
			member(3218) 9760
			member(3219) 9272
			member(3220) 9133
			member(3221) 9300
			member(3222) 8248
			member(3223) 7789
			member(3224) 7695
			member(3225) 7534
			member(3226) 7534
			member(3227) 7356
			member(3228) 5031
			member(3229) 3141
			member(3230) 1574
			member(3231) 741
			member(3232) 546
			member(3233) 876
			member(3234) 2400
			member(3235) 3995
			member(3236) 6216
			member(3237) 9822
			member(3238) 12854
			member(3239) 13970
			member(3240) 12601
			member(3241) 10347
			member(3242) 8145
			member(3243) 6995
			member(3244) 6898
			member(3245) 6905
			member(3246) 7368
			member(3247) 9111
			member(3248) 10275
			member(3249) 10732
			member(3250) 11876
			member(3251) 12874
			member(3252) 14035
			member(3253) 15260
			member(3254) 16574
			member(3255) 17988
			member(3256) 19439
			member(3257) 20920
			member(3258) 22349
			member(3259) 24058
			member(3260) 25641
			member(3261) 26996
			member(3262) 28077
			member(3263) 29689
			member(3264) 51257
			member(3265) 49628
			member(3266) 46456
			member(3267) 43696
			member(3268) 41910
			member(3269) 40126
			member(3270) 37278
			member(3271) 34643
			member(3272) 31149
			member(3273) 28393
			member(3274) 25238
			member(3275) 22703
			member(3276) 20905
			member(3277) 19038
			member(3278) 16926
			member(3279) 14593
			member(3280) 12277
			member(3281) 10655
			member(3282) 9835
			member(3283) 8839
			member(3284) 8834
			member(3285) 9163
			member(3286) 8502
			member(3287) 7843
			member(3288) 7815
			member(3289) 7794
			member(3290) 7583
			member(3291) 6311
			member(3292) 4085
			member(3293) 2488
			member(3294) 1344
			member(3295) 681
			member(3296) 490
			member(3297) 876
			member(3298) 2645
			member(3299) 4003
			member(3300) 6394
			member(3301) 9598
			member(3302) 12511
			member(3303) 13728
			member(3304) 12837
			member(3305) 10785
			member(3306) 8901
			member(3307) 7089
			member(3308) 6972
			member(3309) 6980
			member(3310) 7579
			member(3311) 9659
			member(3312) 10989
			member(3313) 11448
			member(3314) 12384
			member(3315) 13766
			member(3316) 15069
			member(3317) 16129
			member(3318) 17121
			member(3319) 18405
			member(3320) 19997
			member(3321) 21383
			member(3322) 23261
			member(3323) 25459
			member(3324) 27165
			member(3325) 28659
			member(3326) 29354
			member(3327) 30808
			member(3328) 47889
			member(3329) 45999
			member(3330) 44174
			member(3331) 40736
			member(3332) 39006
			member(3333) 37708
			member(3334) 35443
			member(3335) 32913
			member(3336) 30344
			member(3337) 28412
			member(3338) 25949
			member(3339) 23203
			member(3340) 21444
			member(3341) 19452
			member(3342) 16984
			member(3343) 14546
			member(3344) 12144
			member(3345) 10633
			member(3346) 9498
			member(3347) 8864
			member(3348) 8834
			member(3349) 8899
			member(3350) 8502
			member(3351) 8352
			member(3352) 7836
			member(3353) 7744
			member(3354) 7493
			member(3355) 5207
			member(3356) 3237
			member(3357) 1541
			member(3358) 855
			member(3359) 733
			member(3360) 726
			member(3361) 1557
			member(3362) 3490
			member(3363) 4596
			member(3364) 6394
			member(3365) 9309
			member(3366) 12397
			member(3367) 13095
			member(3368) 12702
			member(3369) 11463
			member(3370) 9433
			member(3371) 7302
			member(3372) 7235
			member(3373) 7354
			member(3374) 8352
			member(3375) 10476
			member(3376) 11895
			member(3377) 12436
			member(3378) 12893
			member(3379) 15003
			member(3380) 17887
			member(3381) 18962
			member(3382) 20450
			member(3383) 21712
			member(3384) 22813
			member(3385) 24214
			member(3386) 26097
			member(3387) 27899
			member(3388) 29290
			member(3389) 30649
			member(3390) 31359
			member(3391) 32745
			member(3392) 45161
			member(3393) 42343
			member(3394) 40790
			member(3395) 38117
			member(3396) 36051
			member(3397) 35302
			member(3398) 33767
			member(3399) 30958
			member(3400) 28582
			member(3401) 26874
			member(3402) 25536
			member(3403) 23053
			member(3404) 21592
			member(3405) 19591
			member(3406) 16900
			member(3407) 14207
			member(3408) 12129
			member(3409) 10506
			member(3410) 9549
			member(3411) 8768
			member(3412) 8768
			member(3413) 8768
			member(3414) 8510
			member(3415) 7845
			member(3416) 7815
			member(3417) 7691
			member(3418) 6072
			member(3419) 3887
			member(3420) 2166
			member(3421) 1050
			member(3422) 724
			member(3423) 554
			member(3424) 608
			member(3425) 2439
			member(3426) 3806
			member(3427) 4847
			member(3428) 6643
			member(3429) 9242
			member(3430) 11266
			member(3431) 12607
			member(3432) 12507
			member(3433) 11504
			member(3434) 9403
			member(3435) 7450
			member(3436) 7424
			member(3437) 8047
			member(3438) 9296
			member(3439) 11609
			member(3440) 12504
			member(3441) 13243
			member(3442) 13829
			member(3443) 15335
			member(3444) 17906
			member(3445) 20379
			member(3446) 22278
			member(3447) 24244
			member(3448) 26139
			member(3449) 27605
			member(3450) 28560
			member(3451) 29885
			member(3452) 31157
			member(3453) 33216
			member(3454) 34059
			member(3455) 35782
			member(3456) 43256
			member(3457) 40463
			member(3458) 38276
			member(3459) 35733
			member(3460) 33696
			member(3461) 32870
			member(3462) 32267
			member(3463) 30275
			member(3464) 28136
			member(3465) 26052
			member(3466) 24096
			member(3467) 22798
			member(3468) 20767
			member(3469) 18958
			member(3470) 16170
			member(3471) 13678
			member(3472) 11674
			member(3473) 10362
			member(3474) 9171
			member(3475) 8762
			member(3476) 8592
			member(3477) 8081
			member(3478) 7843
			member(3479) 7837
			member(3480) 7654
			member(3481) 6195
			member(3482) 4317
			member(3483) 2475
			member(3484) 1260
			member(3485) 1001
			member(3486) 717
			member(3487) 554
			member(3488) 608
			member(3489) 2213
			member(3490) 3085
			member(3491) 4327
			member(3492) 5559
			member(3493) 7748
			member(3494) 10313
			member(3495) 11985
			member(3496) 12127
			member(3497) 11184
			member(3498) 8770
			member(3499) 7456
			member(3500) 7424
			member(3501) 8255
			member(3502) 10200
			member(3503) 11790
			member(3504) 13314
			member(3505) 13983
			member(3506) 14762
			member(3507) 15773
			member(3508) 17949
			member(3509) 20426
			member(3510) 22901
			member(3511) 25508
			member(3512) 27953
			member(3513) 29687
			member(3514) 31396
			member(3515) 32104
			member(3516) 33351
			member(3517) 35033
			member(3518) 37104
			member(3519) 39493
			member(3520) 42200
			member(3521) 38946
			member(3522) 36755
			member(3523) 34374
			member(3524) 31973
			member(3525) 30780
			member(3526) 30125
			member(3527) 28852
			member(3528) 27260
			member(3529) 25236
			member(3530) 23504
			member(3531) 22045
			member(3532) 19838
			member(3533) 17304
			member(3534) 15114
			member(3535) 12867
			member(3536) 11262
			member(3537) 9781
			member(3538) 9111
			member(3539) 8379
			member(3540) 7845
			member(3541) 7836
			member(3542) 7837
			member(3543) 6553
			member(3544) 5630
			member(3545) 4600
			member(3546) 3040
			member(3547) 1840
			member(3548) 1014
			member(3549) 1014
			member(3550) 782
			member(3551) 501
			member(3552) 498
			member(3553) 2084
			member(3554) 2803
			member(3555) 4021
			member(3556) 5025
			member(3557) 7673
			member(3558) 10313
			member(3559) 11532
			member(3560) 11324
			member(3561) 10084
			member(3562) 8341
			member(3563) 7718
			member(3564) 7815
			member(3565) 9603
			member(3566) 11899
			member(3567) 13150
			member(3568) 13569
			member(3569) 14561
			member(3570) 15511
			member(3571) 16619
			member(3572) 18273
			member(3573) 20557
			member(3574) 23137
			member(3575) 25938
			member(3576) 28683
			member(3577) 31271
			member(3578) 32024
			member(3579) 33112
			member(3580) 33756
			member(3581) 34887
			member(3582) 36392
			member(3583) 38103
			member(3584) 39886
			member(3585) 36826
			member(3586) 34857
			member(3587) 32857
			member(3588) 30754
			member(3589) 28786
			member(3590) 27839
			member(3591) 27532
			member(3592) 26232
			member(3593) 24249
			member(3594) 22349
			member(3595) 20203
			member(3596) 17997
			member(3597) 15494
			member(3598) 13498
			member(3599) 11464
			member(3600) 10066
			member(3601) 9025
			member(3602) 8158
			member(3603) 7854
			member(3604) 7837
			member(3605) 7836
			member(3606) 6439
			member(3607) 5059
			member(3608) 4186
			member(3609) 3449
			member(3610) 2488
			member(3611) 1758
			member(3612) 1076
			member(3613) 1086
			member(3614) 1078
			member(3615) 829
			member(3616) 851
			member(3617) 1786
			member(3618) 2711
			member(3619) 3898
			member(3620) 4819
			member(3621) 7356
			member(3622) 9772
			member(3623) 10886
			member(3624) 10582
			member(3625) 9051
			member(3626) 7987
			member(3627) 7969
			member(3628) 8394
			member(3629) 10916
			member(3630) 13050
			member(3631) 14161
			member(3632) 14764
			member(3633) 15256
			member(3634) 15958
			member(3635) 17113
			member(3636) 18769
			member(3637) 20976
			member(3638) 23409
			member(3639) 25938
			member(3640) 28683
			member(3641) 31151
			member(3642) 32024
			member(3643) 33110
			member(3644) 33701
			member(3645) 34932
			member(3646) 36201
			member(3647) 37703
			member(3648) 37744
			member(3649) 34340
			member(3650) 32437
			member(3651) 31292
			member(3652) 29204
			member(3653) 27341
			member(3654) 26236
			member(3655) 25807
			member(3656) 25002
			member(3657) 23167
			member(3658) 21072
			member(3659) 18671
			member(3660) 16574
			member(3661) 13942
			member(3662) 11844
			member(3663) 10010
			member(3664) 8600
			member(3665) 8345
			member(3666) 7879
			member(3667) 7851
			member(3668) 7353
			member(3669) 6122
			member(3670) 5190
			member(3671) 4239
			member(3672) 3392
			member(3673) 2729
			member(3674) 2241
			member(3675) 1786
			member(3676) 1239
			member(3677) 1117
			member(3678) 1166
			member(3679) 750
			member(3680) 835
			member(3681) 1230
			member(3682) 3035
			member(3683) 4001
			member(3684) 4516
			member(3685) 6806
			member(3686) 9234
			member(3687) 10313
			member(3688) 9197
			member(3689) 7852
			member(3690) 7433
			member(3691) 7602
			member(3692) 9427
			member(3693) 11777
			member(3694) 13728
			member(3695) 14882
			member(3696) 15473
			member(3697) 16218
			member(3698) 16576
			member(3699) 17402
			member(3700) 18866
			member(3701) 21016
			member(3702) 23770
			member(3703) 26646
			member(3704) 29408
			member(3705) 31366
			member(3706) 32321
			member(3707) 33374
			member(3708) 34433
			member(3709) 35141
			member(3710) 36246
			member(3711) 38092
			member(3712) 35033
			member(3713) 31850
			member(3714) 30059
			member(3715) 28715
			member(3716) 27270
			member(3717) 26236
			member(3718) 25118
			member(3719) 23755
			member(3720) 22669
			member(3721) 21441
			member(3722) 18799
			member(3723) 16361
			member(3724) 14365
			member(3725) 12152
			member(3726) 10054
			member(3727) 8601
			member(3728) 8034
			member(3729) 7690
			member(3730) 7823
			member(3731) 7459
			member(3732) 6403
			member(3733) 5003
			member(3734) 4355
			member(3735) 3823
			member(3736) 3276
			member(3737) 2729
			member(3738) 2246
			member(3739) 1864
			member(3740) 1342
			member(3741) 1091
			member(3742) 1091
			member(3743) 756
			member(3744) 778
			member(3745) 1228
			member(3746) 2280
			member(3747) 3795
			member(3748) 4306
			member(3749) 5804
			member(3750) 8051
			member(3751) 8781
			member(3752) 7890
			member(3753) 7070
			member(3754) 7070
			member(3755) 7590
			member(3756) 9644
			member(3757) 12009
			member(3758) 14058
			member(3759) 15196
			member(3760) 15851
			member(3761) 16473
			member(3762) 16904
			member(3763) 17896
			member(3764) 19435
			member(3765) 21517
			member(3766) 24126
			member(3767) 26861
			member(3768) 29320
			member(3769) 31039
			member(3770) 32100
			member(3771) 33426
			member(3772) 34666
			member(3773) 36047
			member(3774) 37519
			member(3775) 39433
			member(3776) 33127
			member(3777) 29835
			member(3778) 27824
			member(3779) 26569
			member(3780) 25401
			member(3781) 24727
			member(3782) 23824
			member(3783) 21982
			member(3784) 20055
			member(3785) 18009
			member(3786) 15923
			member(3787) 14002
			member(3788) 11867
			member(3789) 9796
			member(3790) 8429
			member(3791) 7525
			member(3792) 7523
			member(3793) 7603
			member(3794) 7789
			member(3795) 7459
			member(3796) 6107
			member(3797) 4808
			member(3798) 4220
			member(3799) 3816
			member(3800) 3273
			member(3801) 2786
			member(3802) 2304
			member(3803) 1833
			member(3804) 1516
			member(3805) 1091
			member(3806) 975
			member(3807) 720
			member(3808) 700
			member(3809) 1029
			member(3810) 1383
			member(3811) 3125
			member(3812) 4115
			member(3813) 5313
			member(3814) 7313
			member(3815) 7242
			member(3816) 6740
			member(3817) 6710
			member(3818) 6961
			member(3819) 7834
			member(3820) 9935
			member(3821) 12035
			member(3822) 14187
			member(3823) 15207
			member(3824) 15851
			member(3825) 16866
			member(3826) 17645
			member(3827) 18851
			member(3828) 20705
			member(3829) 23341
			member(3830) 25148
			member(3831) 27693
			member(3832) 29657
			member(3833) 30947
			member(3834) 32065
			member(3835) 33684
			member(3836) 35336
			member(3837) 37602
			member(3838) 39706
			member(3839) 41212
			member(3840) 31378
			member(3841) 28782
			member(3842) 26187
			member(3843) 24888
			member(3844) 23892
			member(3845) 23072
			member(3846) 21986
			member(3847) 19963
			member(3848) 17814
			member(3849) 15507
			member(3850) 13788
			member(3851) 11612
			member(3852) 9618
			member(3853) 8270
			member(3854) 7757
			member(3855) 7525
			member(3856) 7523
			member(3857) 7626
			member(3858) 7882
			member(3859) 7332
			member(3860) 5950
			member(3861) 4812
			member(3862) 4257
			member(3863) 3909
			member(3864) 3632
			member(3865) 3220
			member(3866) 2632
			member(3867) 1803
			member(3868) 1286
			member(3869) 1286
			member(3870) 975
			member(3871) 608
			member(3872) 498
			member(3873) 505
			member(3874) 1117
			member(3875) 1687
			member(3876) 3246
			member(3877) 5235
			member(3878) 7235
			member(3879) 6362
			member(3880) 6317
			member(3881) 6560
			member(3882) 7044
			member(3883) 8395
			member(3884) 10931
			member(3885) 12908
			member(3886) 14569
			member(3887) 15402
			member(3888) 16080
			member(3889) 16896
			member(3890) 18256
			member(3891) 20577
			member(3892) 22742
			member(3893) 24723
			member(3894) 26659
			member(3895) 28374
			member(3896) 30370
			member(3897) 31357
			member(3898) 32192
			member(3899) 34007
			member(3900) 36328
			member(3901) 38998
			member(3902) 41826
			member(3903) 43571
			member(3904) 29917
			member(3905) 28034
			member(3906) 25663
			member(3907) 23469
			member(3908) 21877
			member(3909) 21150
			member(3910) 19300
			member(3911) 17200
			member(3912) 15043
			member(3913) 13507
			member(3914) 12020
			member(3915) 10189
			member(3916) 8186
			member(3917) 7896
			member(3918) 7757
			member(3919) 7663
			member(3920) 7645
			member(3921) 8036
			member(3922) 7886
			member(3923) 7021
			member(3924) 5950
			member(3925) 5085
			member(3926) 4550
			member(3927) 4194
			member(3928) 3834
			member(3929) 3658
			member(3930) 2906
			member(3931) 1812
			member(3932) 1290
			member(3933) 1290
			member(3934) 1290
			member(3935) 614
			member(3936) 365
			member(3937) 295
			member(3938) 1100
			member(3939) 1439
			member(3940) 3100
			member(3941) 5283
			member(3942) 6418
			member(3943) 5924
			member(3944) 6107
			member(3945) 6677
			member(3946) 8377
			member(3947) 10766
			member(3948) 12983
			member(3949) 14372
			member(3950) 15290
			member(3951) 15825
			member(3952) 16099
			member(3953) 16758
			member(3954) 18170
			member(3955) 20443
			member(3956) 23270
			member(3957) 25794
			member(3958) 27940
			member(3959) 29621
			member(3960) 30543
			member(3961) 31688
			member(3962) 32715
			member(3963) 34448
			member(3964) 37609
			member(3965) 40860
			member(3966) 43440
			member(3967) 46162
			member(3968) 28588
			member(3969) 27056
			member(3970) 25345
			member(3971) 22690
			member(3972) 20334
			member(3973) 18948
			member(3974) 17301
			member(3975) 14754
			member(3976) 12957
			member(3977) 11436
			member(3978) 10373
			member(3979) 8770
			member(3980) 7978
			member(3981) 7896
			member(3982) 7997
			member(3983) 7935
			member(3984) 8605
			member(3985) 8616
			member(3986) 7804
			member(3987) 7021
			member(3988) 6208
			member(3989) 5722
			member(3990) 5156
			member(3991) 4737
			member(3992) 4370
			member(3993) 3827
			member(3994) 3201
			member(3995) 2175
			member(3996) 1660
			member(3997) 1447
			member(3998) 1426
			member(3999) 733
			member(4000) 303
			member(4001) 127
			member(4002) 561
			member(4003) 1355
			member(4004) 3138
			member(4005) 5325
			member(4006) 5283
			member(4007) 5441
			member(4008) 6261
			member(4009) 8204
			member(4010) 10908
			member(4011) 13492
			member(4012) 14998
			member(4013) 15559
			member(4014) 15694
			member(4015) 15623
			member(4016) 15705
			member(4017) 16207
			member(4018) 17203
			member(4019) 20079
			member(4020) 23364
			member(4021) 26468
			member(4022) 29003
			member(4023) 30595
			member(4024) 31303
			member(4025) 32228
			member(4026) 33153
			member(4027) 35800
			member(4028) 39006
			member(4029) 41953
			member(4030) 44211
			member(4031) 46166
			member(4032) 27037
			member(4033) 25805
			member(4034) 24266
			member(4035) 21735
			member(4036) 19282
			member(4037) 17057
			member(4038) 15279
			member(4039) 13335
			member(4040) 11620
			member(4041) 10178
			member(4042) 9133
			member(4043) 8596
			member(4044) 8182
			member(4045) 8476
			member(4046) 8437
			member(4047) 9564
			member(4048) 9519
			member(4049) 8673
			member(4050) 8100
			member(4051) 8028
			member(4052) 7680
			member(4053) 6871
			member(4054) 5849
			member(4055) 4984
			member(4056) 4366
			member(4057) 3778
			member(4058) 3228
			member(4059) 2568
			member(4060) 2265
			member(4061) 1990
			member(4062) 1426
			member(4063) 1153
			member(4064) 301
			member(4065) 24
			member(4066) 39
			member(4067) 973
			member(4068) 3003
			member(4069) 4329
			member(4070) 4329
			member(4071) 5512
			member(4072) 7276
			member(4073) 10438
			member(4074) 13183
			member(4075) 15127
			member(4076) 15939
			member(4077) 15848
			member(4078) 15679
			member(4079) 15421
			member(4080) 15440
			member(4081) 15807
			member(4082) 16653
			member(4083) 18574
			member(4084) 22034
			member(4085) 25446
			member(4086) 28206
			member(4087) 30172
			member(4088) 31823
			member(4089) 34003
			member(4090) 35355
			member(4091) 36474
			member(4092) 38785
			member(4093) 41530
			member(4094) 44440
			member(4095) 46574
ReferenceObjectData 7CA940C4-BE8F-485C-874B-5A2954DB27B5
	$::GameObjectData
		$::GameDataContainer
			$::DataContainer
		IsEventConnectionTarget 3
		IsPropertyConnectionTarget 3
		IndexInBlueprint 49
	BlueprintTransform::LinearTransform
		right::Vec3
			x 0.7698304057121277
			y 0.0
			z 0.6382485032081604
		up::Vec3
			x 0.0
			y 1.0
			z 0.0
		forward::Vec3
			x -0.6382485032081604
			y 0.0
			z 0.7698304057121277
		trans::Vec3
			x -279.8648681640625
			y 158.0843505859375
			z 480.5533142089844
	Blueprint Levels/MP_003/Prefabs/TubeLight_Destructible/2538113C-FD1A-411A-AA0B-EB390A80A34E
	ObjectVariation *nullGuid*
	StreamRealm StreamRealm_None
	CastSunShadowEnable True
	Excluded False
ReferenceObjectData A506638D-ADE9-4379-B652-D17BDC39A402
	$::GameObjectData
		$::GameDataContainer
			$::DataContainer
		IsEventConnectionTarget 3
		IsPropertyConnectionTarget 3
		IndexInBlueprint 50
	BlueprintTransform::LinearTransform
		right::Vec3
			x 0.7755732536315918
			y 0.0
			z 0.6312575936317444
		up::Vec3
			x 0.0
			y 1.0
			z 0.0
		forward::Vec3
			x -0.6312575936317444
			y 0.0
			z 0.7755732536315918
		trans::Vec3
			x -287.7658996582031
			y 158.0843505859375
			z 474.1603088378906
	Blueprint Levels/MP_003/Prefabs/TubeLight_Destructible/2538113C-FD1A-411A-AA0B-EB390A80A34E
	ObjectVariation *nullGuid*
	StreamRealm StreamRealm_None
	CastSunShadowEnable True
	Excluded False
TerrainEntityData 868BE9BF-BF20-4326-AE94-147F1E9919D9
	$::GamePhysicsEntityData
		$::GameEntityData
			$::SpatialEntityData
				$::EntityData
					$::GameObjectData
						$::GameDataContainer
							$::DataContainer
						IsEventConnectionTarget 3
						IsPropertyConnectionTarget 3
						IndexInBlueprint 47
				Transform::LinearTransform
					right::Vec3
						x 1.0
						y 0.0
						z 0.0
					up::Vec3
						x 0.0
						y 1.0
						z 0.0
					forward::Vec3
						x 0.0
						y 0.0
						z 1.0
					trans::Vec3
						x 0.0
						y 0.0
						z 0.0
			Enabled True
			Components *nullArray*
			RuntimeComponentCount 0
		PhysicsData *nullGuid*
	TerrainAsset Levels/MP_Canyon/MP_Canyon_Terrain/MP_Canyon_Terrain/MP_Canyon_Terrain/D5E9BB7E-03DB-A6BC-50F9-9CC26B05FDD0
	WaterMaterial Materials/MaterialContainer/1F40A6E6-1889-46E1-9B38-916BF12EA431
	Visible True
WorldPartData 9A3C9652-9BA3-AF06-F9AB-D624D8B25928 #primary instance
	$::SpatialPrefabBlueprint
		$::PrefabBlueprint
			$::Blueprint
				$::EntityBusData
					$::DataBusData
						$::Asset
							$::DataContainer
							Name Levels/XP3_Valley/Default
						PropertyConnections *nullArray*
						LinkConnections *nullArray*
					EventConnections *nullArray*
					Descriptor *nullGuid*
					NeedNetworkId False
					InterfaceHasConnections False
					AlwaysCreateEntityBusClient False
					AlwaysCreateEntityBusServer False
			Objects::array
				member(0) 868BE9BF-BF20-4326-AE94-147F1E9919D9
				member(1) 2B9D9C5C-1190-46E8-A652-14597DA6C8F9
				member(2) 7CA940C4-BE8F-485C-874B-5A2954DB27B5
				member(3) A506638D-ADE9-4379-B652-D17BDC39A402
	Enabled True
	UseDeferredEntityCreation False
	HackToSolveRealTimeTweakingIssue 36AD0AB8-2824-F329-F874-7BD933CAB0E1
